# environment=00050 local_bs=3 gain_scale=6.206329429439e-13
# ue subcarrier serving_bs phi0 phi1 phi2 phi3 phi4 gain0 gain1 gain2 gain3 gain4
0 0 3 1.00370445 1.66112743 1.18272650 3.52692231 3.50395027 2.764018912690e-01 2.172857893274e+00 7.548421320424e-01 5.411581731669e+01 6.337721846012e+01
0 1 3 1.00370445 1.66112743 1.18272650 3.52692231 3.50395027 3.160837868423e-01 2.135857495311e+00 9.169060863124e-01 4.893643256963e+01 6.406671580627e+01
0 2 3 1.00370445 1.66112743 1.18272650 3.52692231 3.50395027 3.952153123109e-01 2.241566275510e+00 1.029811168130e+00 4.634534585772e+01 5.749389124612e+01
0 3 3 1.00370445 1.66112743 1.18272650 3.52692231 3.50395027 4.933090148175e-01 2.441510351083e+00 1.217624070920e+00 4.388249262885e+01 5.383980998532e+01
0 4 3 1.00370445 1.66112743 1.18272650 3.52692231 3.50395027 5.828608582864e-01 2.715793737792e+00 1.202219895704e+00 4.529699521156e+01 5.548697789315e+01
0 5 3 1.00370445 1.66112743 1.18272650 3.52692231 3.50395027 6.310269708427e-01 3.009456220173e+00 1.231296454474e+00 4.603557584428e+01 5.442746387373e+01
0 6 3 1.00370445 1.66112743 1.18272650 3.52692231 3.50395027 6.296575166017e-01 3.271181139925e+00 1.084530587736e+00 4.864102478315e+01 4.965086927742e+01
0 7 3 1.00370445 1.66112743 1.18272650 3.52692231 3.50395027 5.805979133734e-01 3.501310647206e+00 9.037851286010e-01 5.131615349616e+01 4.694254982695e+01
0 8 3 1.00370445 1.66112743 1.18272650 3.52692231 3.50395027 4.906573845513e-01 3.646562365261e+00 7.675399113375e-01 5.334740237004e+01 4.795236566767e+01
0 9 3 1.00370445 1.66112743 1.18272650 3.52692231 3.50395027 3.831092441745e-01 3.720319459785e+00 5.526282288098e-01 5.578903177212e+01 4.742957220134e+01
0 10 3 1.00370445 1.66112743 1.18272650 3.52692231 3.50395027 2.846511292890e-01 3.703197908672e+00 4.666781884217e-01 5.608092247931e+01 4.276797422136e+01
0 11 3 1.00370445 1.66112743 1.18272650 3.52692231 3.50395027 2.157024964774e-01 3.586026023302e+00 3.611628311625e-01 5.609884147182e+01 4.051579226865e+01
0 12 3 1.00370445 1.66112743 1.18272650 3.52692231 3.50395027 1.819922725251e-01 3.405324469632e+00 3.862388345803e-01 5.527478957717e+01 4.274991085369e+01
0 13 3 1.00370445 1.66112743 1.18272650 3.52692231 3.50395027 1.882942153939e-01 3.139563995145e+00 4.322842662950e-01 5.231012077836e+01 4.133711317491e+01
