# environment=00070 local_bs=2 gain_scale=6.098130730003e-14
# ue subcarrier serving_bs phi0 phi1 phi2 phi3 phi4 gain0 gain1 gain2 gain3 gain4
4 0 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 6.075419055672e-02 5.088472019326e-05 1.339173178640e+01 9.042239301642e-02 1.524436660948e-02
4 1 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 4.857106679643e-02 5.187144485633e-05 1.303324172626e+01 4.602092589863e-02 1.493155634695e-02
4 2 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 5.110983045921e-02 5.181727352772e-05 1.299368944240e+01 1.831814921956e-02 1.496008323882e-02
4 3 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 6.602098945011e-02 5.121983810989e-05 1.280944289733e+01 1.856452882003e-02 1.469360627452e-02
4 4 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 8.761153327142e-02 5.219744721658e-05 1.251535033595e+01 4.157162274380e-02 1.400849239890e-02
4 5 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 1.085898333173e-01 5.089946121727e-05 1.254401550043e+01 7.240285344797e-02 1.343755652328e-02
4 6 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 1.224792635323e-01 5.144468122460e-05 1.228350046508e+01 9.560925703824e-02 1.321165752344e-02
4 7 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 1.254853698447e-01 5.098728996835e-05 1.213973989506e+01 9.955138965295e-02 1.291990520548e-02
4 8 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 1.169086826678e-01 5.012353614809e-05 1.212440798224e+01 8.122783884224e-02 1.228210515326e-02
4 9 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 9.950862674688e-02 5.065406723996e-05 1.183401991012e+01 5.001781777696e-02 1.161022198042e-02
4 10 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 7.749824242332e-02 4.916815564764e-05 1.183227046095e+01 2.209136810979e-02 1.122313964525e-02
4 11 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 5.618277220955e-02 4.938377258031e-05 1.170940255633e+01 1.025838830269e-02 1.091534334075e-02
4 12 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 3.969069903808e-02 4.868509593053e-05 1.146498765087e+01 1.823992891859e-02 1.035234563298e-02
4 13 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 3.102755446124e-02 4.769446069821e-05 1.149645884193e+01 3.956919905748e-02 9.648265041310e-03
4 14 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 3.091375497793e-02 4.795079348828e-05 1.127084992477e+01 6.139930345831e-02 9.161588512912e-03
4 15 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 3.843741821500e-02 4.644476230884e-05 1.116876199442e+01 7.248424885680e-02 8.894959787954e-03
4 16 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 5.080048820802e-02 4.650518729106e-05 1.116503348623e+01 6.811758440157e-02 8.497264637819e-03
4 17 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 6.449647286467e-02 4.575634735662e-05 1.091586645830e+01 5.032676244041e-02 7.854419524889e-03
4 18 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 7.555588792112e-02 4.480779571999e-05 1.093602629937e+01 2.743868219164e-02 7.292231860807e-03
4 19 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 8.097427275158e-02 4.499458021297e-05 1.085129628903e+01 1.078760434353e-02 7.044552689957e-03
4 20 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 7.909405114773e-02 4.363583693034e-05 1.068499279786e+01 7.843373794596e-03 6.859230099396e-03
4 21 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 7.027603368037e-02 4.373465183322e-05 1.073385090010e+01 1.869249146053e-02 6.413052670156e-03
4 22 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 5.681271865510e-02 4.311760041622e-05 1.054260542686e+01 3.725264426554e-02 5.856364412049e-03
4 23 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 4.209538719022e-02 4.236944625486e-05 1.045867190290e+01 5.367779437618e-02 5.569012547949e-03
4 24 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 2.996416659028e-02 4.268213742233e-05 1.043813299622e+01 5.914426711506e-02 5.530407821425e-03
4 25 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 2.320523726140e-02 4.160232922372e-05 1.020299479626e+01 5.127376830288e-02 5.358387643455e-03
4 26 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 2.320785438294e-02 4.191177677510e-05 1.015464602479e+01 3.444754874296e-02 4.943342946328e-03
4 27 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 2.927512599697e-02 4.156509426672e-05 1.001736951416e+01 1.673933605133e-02 4.620897350971e-03
4 28 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 3.933241983082e-02 4.113056949728e-05 9.808276819472e+00 6.826104625473e-03 4.616365602478e-03
4 29 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 5.021455130182e-02 4.172000864266e-05 9.788564663741e+00 9.258094860958e-03 4.686107399292e-03
4 30 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 5.903914909015e-02 4.098736269862e-05 9.595667663944e+00 2.169620992599e-02 4.522414343112e-03
4 31 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 6.338693225080e-02 4.162569361243e-05 9.467189179753e+00 3.834642401544e-02 4.247749454437e-03
4 32 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 6.241613785984e-02 4.161905837103e-05 9.457475319035e+00 5.285185652436e-02 4.210010705813e-03
4 33 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 5.633813978195e-02 4.154210357853e-05 9.274802434544e+00 5.779090475241e-02 4.422663896072e-03
4 34 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 4.684238318720e-02 4.248898018588e-05 9.276338413719e+00 4.874415805909e-02 4.544535830503e-03
4 35 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 3.628009215862e-02 4.209214657624e-05 9.242277964960e+00 3.043169208710e-02 4.430242994304e-03
4 36 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 2.748588160379e-02 4.310274934050e-05 9.094640458982e+00 1.392584546781e-02 4.369562979141e-03
4 37 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 2.307231494801e-02 4.342342404268e-05 9.173095048763e+00 8.443618155042e-03 4.622224304901e-03
4 38 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 2.488807585601e-02 4.366785803470e-05 9.065481156232e+00 1.728005223198e-02 4.988209629698e-03
4 39 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 3.349043000048e-02 4.497006245235e-05 8.993699903843e+00 3.681628697727e-02 5.126692234187e-03
4 40 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 4.775435119368e-02 4.481581350188e-05 9.034410770665e+00 5.748656903133e-02 5.120403501280e-03
4 41 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 6.497886415869e-02 4.616054310878e-05 8.834215045003e+00 6.913758697961e-02 5.348647962579e-03
4 42 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 8.121883543663e-02 4.671369456251e-05 8.835862082406e+00 6.639532547721e-02 5.855842829978e-03
4 43 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 9.257039667320e-02 4.716726726720e-05 8.771864885249e+00 5.023264459879e-02 6.270894625160e-03
4 44 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 9.583432000956e-02 4.874150927141e-05 8.573799642177e+00 2.842687946822e-02 6.425333581287e-03
4 45 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 9.026983338676e-02 4.866693918485e-05 8.605672070221e+00 1.326353271695e-02 6.633325205124e-03
4 46 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 7.720569243474e-02 5.023430500829e-05 8.433199214581e+00 1.436247094931e-02 7.158333055040e-03
4 47 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 6.067724225952e-02 5.085724498117e-05 8.339460461383e+00 3.315525061427e-02 7.772886980225e-03
4 48 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 4.548647944991e-02 5.135026032756e-05 8.368733270214e+00 6.251590728350e-02 8.145029468112e-03
4 49 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 3.653900685051e-02 5.304755542186e-05 8.163779526303e+00 8.872721918453e-02 8.387440606282e-03
4 50 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 3.678282486961e-02 5.284563067149e-05 8.180406029471e+00 9.766874740264e-02 8.852533913785e-03
4 51 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 4.690744580777e-02 5.447268437951e-05 8.139207987326e+00 8.431867457103e-02 9.534207125868e-03
4 52 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 6.468020873279e-02 5.496137439304e-05 7.987011647687e+00 5.615214490355e-02 1.007501928513e-02
4 53 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 8.609187935138e-02 5.529777593706e-05 8.070303472155e+00 2.838587189068e-02 1.036744357283e-02
4 54 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 1.059023265379e-01 5.693067712110e-05 7.925138631370e+00 1.687060153273e-02 1.074180852707e-02
4 55 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 1.193523925566e-01 5.638629923082e-05 7.855455399912e+00 3.012255101431e-02 1.139554930500e-02
4 56 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 1.230460002800e-01 5.789137039909e-05 7.921722024090e+00 6.400911978010e-02 1.201456688383e-02
4 57 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 1.157959067619e-01 5.803595828206e-05 7.737676959094e+00 1.044341593247e-01 1.229354782905e-02
4 58 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 9.949094268189e-02 5.803318718549e-05 7.789388209747e+00 1.334398386759e-01 1.250674488775e-02
4 59 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 7.831876380368e-02 5.941114692075e-05 7.769334981946e+00 1.352255600539e-01 1.306117509065e-02
4 60 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 5.900183465590e-02 5.834348404524e-05 7.627072324242e+00 1.063141746281e-01 1.372940305854e-02
4 61 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 4.829495594637e-02 5.956552121701e-05 7.785561177738e+00 6.256008677241e-02 1.397694155490e-02
4 62 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 5.208158067130e-02 5.919044068179e-05 7.669965526406e+00 3.034101990811e-02 1.392697816333e-02
4 63 2 1.04426217 0.64965415 0.73862680 0.86180320 0.60181448 7.235576810518e-02 5.872317043671e-05 7.647387339956e+00 2.944476287612e-02 1.422428049292e-02
8 0 2 1.01340912 1.33131705 2.08384585 0.82707081 0.75242633 5.780209339229e+00 1.213945305208e+01 8.926144656309e+01 1.479086208181e-02 2.007261477880e+00
8 1 2 1.01340912 1.33131705 2.08384585 0.82707081 0.75242633 5.832340517248e+00 1.104730260133e+01 8.579072854166e+01 1.906838404039e-02 1.449926467651e+00
8 2 2 1.01340912 1.33131705 2.08384585 0.82707081 0.75242633 5.411231637637e+00 1.102341943094e+01 8.228324125664e+01 2.136071497001e-02 1.028731460544e+00
8 3 2 1.01340912 1.33131705 2.08384585 0.82707081 0.75242633 3.752641269288e+00 1.196095806962e+01 7.887929092081e+01 1.762938753764e-02 9.283098542047e-01
8 4 2 1.01340912 1.33131705 2.08384585 0.82707081 0.75242633 2.125972927933e+00 1.334677170592e+01 7.604515124144e+01 1.242352795327e-02 1.137856685780e+00
8 5 2 1.01340912 1.33131705 2.08384585 0.82707081 0.75242633 2.168085187385e+00 1.476558579639e+01 7.283312930653e+01 1.183067818477e-02 1.476257439568e+00
8 6 2 1.01340912 1.33131705 2.08384585 0.82707081 0.75242633 3.743186819998e+00 1.556227295797e+01 7.055836408227e+01 1.474966952168e-02 1.734403908450e+00
8 7 2 1.01340912 1.33131705 2.08384585 0.82707081 0.75242633 5.035406683693e+00 1.556444666444e+01 6.813611399252e+01 1.664280091107e-02 1.772173951987e+00
8 8 2 1.01340912 1.33131705 2.08384585 0.82707081 0.75242633 4.955308756279e+00 1.465294123715e+01 6.574268468816e+01 1.534850655419e-02 1.523088036051e+00
8 9 2 1.01340912 1.33131705 2.08384585 0.82707081 0.75242633 4.331294262421e+00 1.299913005222e+01 6.413606808912e+01 1.191095708376e-02 1.132884139577e+00
8 10 2 1.01340912 1.33131705 2.08384585 0.82707081 0.75242633 4.385517319081e+00 1.107059057075e+01 6.169662077404e+01 9.692431262060e-03 8.039733737693e-01
8 11 2 1.01340912 1.33131705 2.08384585 0.82707081 0.75242633 4.828775918826e+00 9.222440692740e+00 6.014616468319e+01 1.078274431837e-02 6.762540008724e-01
8 12 2 1.01340912 1.33131705 2.08384585 0.82707081 0.75242633 4.415790645272e+00 7.875030664009e+00 5.816027016004e+01 1.310925534832e-02 7.925050561247e-01
8 13 2 1.01340912 1.33131705 2.08384585 0.82707081 0.75242633 2.964782919561e+00 7.173263052764e+00 5.619142024513e+01 1.341714276893e-02 1.052919869676e+00
8 14 2 1.01340912 1.33131705 2.08384585 0.82707081 0.75242633 1.614920798995e+00 7.208620600625e+00 5.461588674718e+01 1.114291241879e-02 1.317830602510e+00
8 15 2 1.01340912 1.33131705 2.08384585 0.82707081 0.75242633 1.496676906455e+00 7.771884542103e+00 5.287401229139e+01 8.516685363995e-03 1.404758931754e+00
8 16 2 1.01340912 1.33131705 2.08384585 0.82707081 0.75242633 2.349906456532e+00 8.733497186394e+00 5.105383048481e+01 8.189151471632e-03 1.262481542083e+00
8 17 2 1.01340912 1.33131705 2.08384585 0.82707081 0.75242633 2.923799037494e+00 9.610826790632e+00 4.994374869412e+01 1.013073775127e-02 9.751668701606e-01
8 18 2 1.01340912 1.33131705 2.08384585 0.82707081 0.75242633 2.807785734565e+00 1.027153438429e+01 4.832670890257e+01 1.155256935485e-02 6.934230787814e-01
8 19 2 1.01340912 1.33131705 2.08384585 0.82707081 0.75242633 2.746077198505e+00 1.040778971290e+01 4.708974038753e+01 1.056769275146e-02 5.385287689299e-01
8 20 2 1.01340912 1.33131705 2.08384585 0.82707081 0.75242633 3.314518333751e+00 9.980129640521e+00 4.615044541595e+01 8.081287662051e-03 5.878980312582e-01
8 21 2 1.01340912 1.33131705 2.08384585 0.82707081 0.75242633 3.944757862378e+00 9.081539402030e+00 4.491794617547e+01 6.561371105814e-03 7.789353480716e-01
8 22 2 1.01340912 1.33131705 2.08384585 0.82707081 0.75242633 3.718139160540e+00 7.884457664558e+00 4.400648930470e+01 7.801048609708e-03 1.005213840116e+00
8 23 2 1.01340912 1.33131705 2.08384585 0.82707081 0.75242633 2.617272866516e+00 6.707428793076e+00 4.312686207601e+01 1.026828507824e-02 1.097751678226e+00
8 24 2 1.01340912 1.33131705 2.08384585 0.82707081 0.75242633 1.572052523708e+00 5.822847791792e+00 4.226833093949e+01 1.034898610438e-02 1.035388078111e+00
8 25 2 1.01340912 1.33131705 2.08384585 0.82707081 0.75242633 1.401417536228e+00 5.330322394458e+00 4.143282769198e+01 7.757177117137e-03 8.386383037569e-01
8 26 2 1.01340912 1.33131705 2.08384585 0.82707081 0.75242633 1.798644296292e+00 5.414288168014e+00 4.074365751659e+01 5.883062987044e-03 6.112984811096e-01
8 27 2 1.01340912 1.33131705 2.08384585 0.82707081 0.75242633 1.951285376893e+00 5.872494140626e+00 4.024704708712e+01 6.658487698637e-03 4.621853361377e-01
