# environment=00012 local_bs=1 gain_scale=5.817521183560e-16
# ue subcarrier serving_bs phi0 phi1 phi2 phi3 phi4 gain0 gain1 gain2 gain3 gain4
1 0 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 1.230967137629e+00 3.665626485474e+01 6.298568794789e-06 2.436022871037e+00 1.533937891516e-01
1 1 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 1.419953566292e+00 2.981344294980e+01 6.051151036523e-06 2.633444293350e+00 1.910784297988e-01
1 2 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 1.568694157447e+00 2.958936257957e+01 5.812144709015e-06 3.228743315003e+00 2.186805793844e-01
1 3 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 1.539781442076e+00 3.357750995688e+01 5.581550265046e-06 3.399781168481e+00 1.778025241094e-01
1 4 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 1.283090194734e+00 3.377388422821e+01 5.359368141445e-06 3.084321797079e+00 1.379533344560e-01
1 5 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 9.380519360496e-01 2.865070078405e+01 5.145598759115e-06 2.761815720032e+00 1.632231347156e-01
1 6 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 8.538250577219e-01 2.277457392299e+01 4.940242523016e-06 2.261583819678e+00 1.971846072615e-01
1 7 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 1.151662884386e+00 2.343152700020e+01 4.743299822173e-06 1.784514987241e+00 1.717454505831e-01
1 8 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 1.473836196075e+00 2.782878733396e+01 4.554771029677e-06 1.580117385602e+00 1.303214923807e-01
1 9 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 1.451547361637e+00 2.816704728672e+01 4.374656502669e-06 1.768816097468e+00 1.431272331374e-01
1 10 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 1.142064078109e+00 2.303685394131e+01 4.202956582360e-06 1.995277870831e+00 1.792842880461e-01
1 11 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 8.135610169283e-01 1.705414777670e+01 4.039671594017e-06 2.238154980965e+00 1.679554382441e-01
1 12 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 6.291578430245e-01 1.723874684912e+01 3.884801846963e-06 2.651141537765e+00 1.277993908192e-01
1 13 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 6.573021837360e-01 2.168503228569e+01 3.738347634583e-06 2.486194557139e+00 1.286114474940e-01
1 14 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 8.670042721961e-01 2.304530434825e+01 3.600309234320e-06 2.136322438197e+00 1.632917393075e-01
1 15 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 1.060688718827e+00 1.908694854628e+01 3.470686907670e-06 2.016096810390e+00 1.644834840341e-01
1 16 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 1.059632732945e+00 1.340207154249e+01 3.349480900190e-06 1.508919272310e+00 1.283693771436e-01
1 17 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 9.090703211561e-01 1.259253797517e+01 3.236691441491e-06 1.265428548609e+00 1.184360723368e-01
1 18 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 7.442450459644e-01 1.620454282738e+01 3.132318745241e-06 1.460506403299e+00 1.485279380663e-01
1 19 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 6.241044187926e-01 1.819621471372e+01 3.036363009161e-06 1.470787146135e+00 1.602616255150e-01
1 20 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 6.058705987398e-01 1.584875908674e+01 2.948824415031e-06 1.743525516985e+00 1.307381821534e-01
1 21 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 7.321283146097e-01 1.128780666632e+01 2.869703128682e-06 2.141047354157e+00 1.121189272749e-01
1 22 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 8.586430720388e-01 1.002276185757e+01 2.798999300000e-06 2.038571590698e+00 1.352609309712e-01
1 23 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 7.658519251959e-01 1.254484961015e+01 2.736713062926e-06 1.876772720801e+00 1.551907586109e-01
1 24 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 4.994723998731e-01 1.439046330264e+01 2.682844535456e-06 1.832272848452e+00 1.342994308581e-01
1 25 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 3.606713426418e-01 1.316039141675e+01 2.637393819636e-06 1.415468017619e+00 1.096078744038e-01
1 26 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 5.392004706126e-01 9.998680109252e+00 2.600361001568e-06 1.127288963282e+00 1.242534449352e-01
1 27 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 9.229568437852e-01 9.113796080145e+00 2.571746151407e-06 1.285446143443e+00 1.498148502099e-01
1 28 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 1.213903275792e+00 1.105044737589e+01 2.551549323361e-06 1.223235456285e+00 1.389336031562e-01
1 29 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 1.134169845338e+00 1.236995434660e+01 2.539770555690e-06 1.428589097517e+00 1.109850103867e-01
1 30 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 6.736610045047e-01 1.143081340003e+01 2.536409870708e-06 1.929316522891e+00 1.162651041830e-01
1 31 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 2.150424680908e-01 9.270573254295e+00 2.541467274781e-06 1.811744843502e+00 1.447872821617e-01
1 32 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 2.097917921643e-01 9.284524344620e+00 2.554942758329e-06 1.812947382105e+00 1.446432772945e-01
1 33 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 6.621825606844e-01 1.147642022010e+01 2.576836295823e-06 1.919114314312e+00 1.162378883477e-01
1 34 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 1.125860768091e+00 1.245490141722e+01 2.607147845789e-06 1.410360845700e+00 1.117615537909e-01
1 35 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 1.216131608904e+00 1.115495627851e+01 2.645877350805e-06 1.213364926940e+00 1.404545046402e-01
1 36 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 9.354726037634e-01 9.219026713657e+00 2.693024737502e-06 1.273826135692e+00 1.511761946495e-01
1 37 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 5.540035397359e-01 1.015675600449e+01 2.748589916565e-06 1.120051008554e+00 1.250842971970e-01
1 38 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 3.688675558621e-01 1.340700722495e+01 2.812572782731e-06 1.423648306599e+00 1.108836180189e-01
1 39 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 4.994236729410e-01 1.467687012118e+01 2.884973214792e-06 1.840281797657e+00 1.367866778666e-01
1 40 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 7.636228358658e-01 1.278972469579e+01 2.965791075593e-06 1.879350798245e+00 1.578715304799e-01
1 41 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 8.618379215925e-01 1.021752864944e+01 3.055026212034e-06 2.039689887258e+00 1.368921870000e-01
1 42 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 7.445082410549e-01 1.158426497996e+01 3.152678455068e-06 2.127106917136e+00 1.135837505965e-01
1 43 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 6.236867518535e-01 1.633454820151e+01 3.258747619704e-06 1.710070953162e+00 1.336537957615e-01
1 44 1 0.85648962 2.04570482 1.31346268 1.96127245 1.46204761 6.365477784710e-01 1.874428466276e+01 3.373233505005e-06 1.438278982095e+00 1.638778121320e-01
