# environment=00049 local_bs=2 gain_scale=7.336931412494e-14
# ue subcarrier serving_bs phi0 phi1 phi2 phi3 phi4 gain0 gain1 gain2 gain3 gain4
2 0 2 0.74260305 0.85249553 8.09123870 0.74952272 0.59413928 2.611770358736e+01 1.266974977369e+00 1.098862353853e+04 1.265624596079e+00 2.334894329902e-01
2 1 2 0.74260305 0.85249553 8.09123870 0.74952272 0.59413928 2.971976204546e+01 1.380379347546e+00 1.030014029892e+04 1.222666751077e+00 2.265849643461e-01
2 2 2 0.74260305 0.85249553 8.09123870 0.74952272 0.59413928 3.292507312951e+01 1.864462611397e+00 9.571523149477e+03 1.235580574252e+00 2.257516279013e-01
2 3 2 0.74260305 0.85249553 8.09123870 0.74952272 0.59413928 3.548435665058e+01 2.352589529052e+00 9.029051748204e+03 1.198311610130e+00 2.286287637316e-01
2 4 2 0.74260305 0.85249553 8.09123870 0.74952272 0.59413928 3.729702548727e+01 2.362237051371e+00 8.798318325016e+03 1.204040160983e+00 2.262873718586e-01
2 5 2 0.74260305 0.85249553 8.09123870 0.74952272 0.59413928 3.830066202560e+01 1.898644024580e+00 8.820283726941e+03 1.146567880694e+00 2.167205534300e-01
2 6 2 0.74260305 0.85249553 8.09123870 0.74952272 0.59413928 3.840760936632e+01 1.270564335370e+00 8.902181400842e+03 1.151251849067e+00 2.217549876174e-01
2 7 2 0.74260305 0.85249553 8.09123870 0.74952272 0.59413928 3.772075184597e+01 9.540752121973e-01 8.834867851289e+03 1.109444486979e+00 2.243003218164e-01
2 8 2 0.74260305 0.85249553 8.09123870 0.74952272 0.59413928 3.624891577917e+01 1.121043495494e+00 8.514917450230e+03 1.103779834996e+00 2.274484425817e-01
2 9 2 0.74260305 0.85249553 8.09123870 0.74952272 0.59413928 3.407683303097e+01 1.552493213914e+00 7.992847750930e+03 1.049832688934e+00 2.299924131579e-01
2 10 2 0.74260305 0.85249553 8.09123870 0.74952272 0.59413928 3.134085840923e+01 1.862968524555e+00 7.439655245684e+03 1.014073047716e+00 2.313434034946e-01
2 11 2 0.74260305 0.85249553 8.09123870 0.74952272 0.59413928 2.811216316394e+01 1.836749861868e+00 7.030991276227e+03 9.675521418260e-01 2.286590201219e-01
2 12 2 0.74260305 0.85249553 8.09123870 0.74952272 0.59413928 2.457856081160e+01 1.439461569237e+00 6.852881467147e+03 9.379925522611e-01 2.255378330518e-01
2 13 2 0.74260305 0.85249553 8.09123870 0.74952272 0.59413928 2.089122701667e+01 9.691093843518e-01 6.864265018802e+03 9.043261879823e-01 2.249731067192e-01
2 14 2 0.74260305 0.85249553 8.09123870 0.74952272 0.59413928 1.721977100501e+01 7.295648447203e-01 6.925868088380e+03 8.598652080311e-01 2.231213279250e-01
2 15 2 0.74260305 0.85249553 8.09123870 0.74952272 0.59413928 1.374984150479e+01 8.600970954991e-01 6.884510338493e+03 8.218758978421e-01 2.222357815736e-01
2 16 2 0.74260305 0.85249553 8.09123870 0.74952272 0.59413928 1.063010940397e+01 1.217112332411e+00 6.664920350941e+03 7.744523193624e-01 2.175126691160e-01
