# environment=00043 local_bs=3 gain_scale=2.607141239080e-14
# ue subcarrier serving_bs phi0 phi1 phi2 phi3 phi4 gain0 gain1 gain2 gain3 gain4
0 0 3 1.44822110 1.68115497 2.38881321 6.67003623 1.37255035 3.845665863405e-02 1.526296326326e-02 3.445085437696e+02 1.576142000917e+04 4.055051950159e+01
0 1 3 1.44822110 1.68115497 2.38881321 6.67003623 1.37255035 7.480293038320e-02 1.260000734603e-02 3.330400634500e+02 1.552370041901e+04 3.843774763205e+01
0 2 3 1.44822110 1.68115497 2.38881321 6.67003623 1.37255035 2.769491079185e-03 1.390059742576e-02 3.262307860936e+02 1.464841978644e+04 3.632891901263e+01
0 3 3 1.44822110 1.68115497 2.38881321 6.67003623 1.37255035 4.727532850829e-02 1.441271433371e-02 3.175804263485e+02 1.366464631310e+04 3.479142387514e+01
0 4 3 1.44822110 1.68115497 2.38881321 6.67003623 1.37255035 2.725819463623e-02 1.466773941155e-02 3.072817287331e+02 1.323809007531e+04 3.403069800699e+01
0 5 3 1.44822110 1.68115497 2.38881321 6.67003623 1.37255035 3.369152390636e-02 8.955671132550e-03 2.960219194984e+02 1.329647316956e+04 3.298567306696e+01
0 6 3 1.44822110 1.68115497 2.38881321 6.67003623 1.37255035 9.012512378611e-02 7.413577240181e-03 2.840830197855e+02 1.313880104248e+04 3.181457482694e+01
0 7 3 1.44822110 1.68115497 2.38881321 6.67003623 1.37255035 9.676863409297e-03 1.108090623521e-02 2.743444347540e+02 1.243162734922e+04 3.055789486459e+01
0 8 3 1.44822110 1.68115497 2.38881321 6.67003623 1.37255035 6.882075297638e-02 1.148068426905e-02 2.653515770349e+02 1.159139241017e+04 2.916578920408e+01
0 9 3 1.44822110 1.68115497 2.38881321 6.67003623 1.37255035 6.483311585469e-02 1.261222452890e-02 2.557502124508e+02 1.119955418228e+04 2.786744966989e+01
0 10 3 1.44822110 1.68115497 2.38881321 6.67003623 1.37255035 8.275366179811e-03 1.392245849867e-02 2.489868369921e+02 1.124273024444e+04 2.733108275539e+01
0 11 3 1.44822110 1.68115497 2.38881321 6.67003623 1.37255035 5.090211300282e-02 1.524178419907e-02 2.405303935035e+02 1.118753221229e+04 2.645853192259e+01
0 12 3 1.44822110 1.68115497 2.38881321 6.67003623 1.37255035 6.761957728881e-03 2.143921198075e-02 2.312878750744e+02 1.066745307160e+04 2.522907128786e+01
0 13 3 1.44822110 1.68115497 2.38881321 6.67003623 1.37255035 1.035500422015e-01 2.390471578155e-02 2.236203466594e+02 9.946480106705e+03 2.390676510716e+01
0 14 3 1.44822110 1.68115497 2.38881321 6.67003623 1.37255035 1.237810275672e-01 2.092344895135e-02 2.161873705472e+02 9.574760953904e+03 2.326494344218e+01
0 15 3 1.44822110 1.68115497 2.38881321 6.67003623 1.37255035 2.085087950540e-02 1.921990693324e-02 2.116879131721e+02 9.616610646980e+03 2.300524133637e+01
0 16 3 1.44822110 1.68115497 2.38881321 6.67003623 1.37255035 5.319305200752e-02 1.526689568740e-02 2.068337920310e+02 9.649407299863e+03 2.234530960823e+01
0 17 3 1.44822110 1.68115497 2.38881321 6.67003623 1.37255035 1.216999240384e-02 2.145212605959e-02 1.976691893696e+02 9.268332696658e+03 2.143383255602e+01
0 18 3 1.44822110 1.68115497 2.38881321 6.67003623 1.37255035 5.394171114005e-02 2.600747590727e-02 1.907036588671e+02 8.693495955763e+03 2.084998345968e+01
0 19 3 1.44822110 1.68115497 2.38881321 6.67003623 1.37255035 8.321384811999e-02 2.528745929498e-02 1.872351364450e+02 8.405951231277e+03 2.030457242850e+01
0 20 3 1.44822110 1.68115497 2.38881321 6.67003623 1.37255035 1.628865064340e-02 2.030074542349e-02 1.828030683662e+02 8.477564344017e+03 1.970336929644e+01
0 21 3 1.44822110 1.68115497 2.38881321 6.67003623 1.37255035 1.004100332863e-01 1.184263078356e-02 1.794026340852e+02 8.543368218104e+03 1.928186341529e+01
