# environment=00130 local_bs=2 gain_scale=3.112771859081e-13
# ue subcarrier serving_bs phi0 phi1 phi2 phi3 phi4 gain0 gain1 gain2 gain3 gain4
0 0 2 0.88008785 1.33232856 1.50142524 2.47079891 1.67618265 2.664593884309e-05 1.269633624192e-03 2.871494864414e+00 2.495111844477e-02 2.435469348925e-02
0 1 2 0.88008785 1.33232856 1.50142524 2.47079891 1.67618265 8.278954882628e-05 1.185871574049e-03 3.175520994654e+00 2.236224149146e-02 1.684245853048e-02
0 2 2 0.88008785 1.33232856 1.50142524 2.47079891 1.67618265 1.595252036543e-04 1.189292178862e-03 3.016890819214e+00 2.142102092455e-02 1.366189922423e-02
0 3 2 0.88008785 1.33232856 1.50142524 2.47079891 1.67618265 1.603921250234e-04 1.711244310103e-03 2.533701641124e+00 2.219676275070e-02 1.687374587879e-02
0 4 2 0.88008785 1.33232856 1.50142524 2.47079891 1.67618265 1.098454217206e-04 1.313887761953e-03 2.442280777875e+00 2.400620258853e-02 2.255301517768e-02
0 5 2 0.88008785 1.33232856 1.50142524 2.47079891 1.67618265 8.050604047313e-05 6.627440276676e-04 2.712747867673e+00 2.556636113867e-02 2.783472841846e-02
0 6 2 0.88008785 1.33232856 1.50142524 2.47079891 1.67618265 6.837084817118e-05 7.808488818545e-04 2.675128525525e+00 2.573113646188e-02 2.703141157151e-02
0 7 2 0.88008785 1.33232856 1.50142524 2.47079891 1.67618265 3.812894575988e-05 6.296030922144e-04 2.264755194167e+00 2.424837898735e-02 1.828608940926e-02
0 8 2 0.88008785 1.33232856 1.50142524 2.47079891 1.67618265 2.398455823139e-05 3.536180383626e-04 2.095654950224e+00 2.181962345827e-02 1.089740620062e-02
0 9 2 0.88008785 1.33232856 1.50142524 2.47079891 1.67618265 7.830645067064e-05 7.744530959340e-04 2.313129704760e+00 1.941032290463e-02 1.104472108318e-02
0 10 2 0.88008785 1.33232856 1.50142524 2.47079891 1.67618265 1.615600252544e-04 9.259977807336e-04 2.365994389722e+00 1.752183290865e-02 1.762006361510e-02
0 11 2 0.88008785 1.33232856 1.50142524 2.47079891 1.67618265 1.846879808997e-04 6.199699239339e-04 2.042051104333e+00 1.612397461820e-02 2.380778955471e-02
0 12 2 0.88008785 1.33232856 1.50142524 2.47079891 1.67618265 1.386580289191e-04 7.171445509241e-04 1.825232951045e+00 1.516632933784e-02 2.184361412143e-02
0 13 2 0.88008785 1.33232856 1.50142524 2.47079891 1.67618265 9.170212391057e-05 6.559441350377e-04 1.981525118679e+00 1.493269727802e-02 1.489058177006e-02
0 14 2 0.88008785 1.33232856 1.50142524 2.47079891 1.67618265 7.366107084000e-05 2.271229877305e-04 2.096564622257e+00 1.573002672766e-02 9.655289944962e-03
0 15 2 0.88008785 1.33232856 1.50142524 2.47079891 1.67618265 5.330579152692e-05 2.991630788861e-04 1.862815168645e+00 1.725064488469e-02 8.341455830453e-03
0 16 2 0.88008785 1.33232856 1.50142524 2.47079891 1.67618265 2.681954359564e-05 4.928534086483e-04 1.624529820155e+00 1.843007342972e-02 1.135914893169e-02
0 17 2 0.88008785 1.33232856 1.50142524 2.47079891 1.67618265 3.740758897695e-05 3.544369632914e-04 1.719693784082e+00 1.815198633353e-02 1.510409248396e-02
0 18 2 0.88008785 1.33232856 1.50142524 2.47079891 1.67618265 8.943189378701e-05 5.026213206952e-04 1.873369752476e+00 1.621208401782e-02 1.676226715317e-02
0 19 2 0.88008785 1.33232856 1.50142524 2.47079891 1.67618265 1.217043089707e-04 6.634638928636e-04 1.727041152535e+00 1.358057707203e-02 1.607097545042e-02
0 20 2 0.88008785 1.33232856 1.50142524 2.47079891 1.67618265 9.601914636095e-05 3.989816094595e-04 1.488131409468e+00 1.164377713430e-02 1.183258343823e-02
0 21 2 0.88008785 1.33232856 1.50142524 2.47079891 1.67618265 4.932652770568e-05 3.990666476393e-04 1.527026132381e+00 1.111292683091e-02 7.278385899333e-03
