# environment=00072 local_bs=4 gain_scale=1.724055909231e-15
# ue subcarrier serving_bs phi0 phi1 phi2 phi3 phi4 gain0 gain1 gain2 gain3 gain4
3 0 4 3.47003385 1.31831480 2.00152773 3.39662824 3.72858583 3.834138362153e+01 3.498186612601e-02 1.795044005044e+03 6.735518998083e+02 2.820971810160e+04
3 1 4 3.47003385 1.31831480 2.00152773 3.39662824 3.72858583 4.541239557525e+01 3.659274435207e-02 1.735256447410e+03 5.478852156071e+02 2.712216109458e+04
3 2 4 3.47003385 1.31831480 2.00152773 3.39662824 3.72858583 4.813673674166e+01 3.643247601581e-02 1.679695328543e+03 4.348687972664e+02 2.603566605856e+04
3 3 4 3.47003385 1.31831480 2.00152773 3.39662824 3.72858583 4.501349261600e+01 3.445594974169e-02 1.627290420941e+03 3.376115046655e+02 2.497388920748e+04
3 4 4 3.47003385 1.31831480 2.00152773 3.39662824 3.72858583 3.778451190178e+01 3.148689292649e-02 1.576561408292e+03 2.572816157530e+02 2.396745762603e+04
3 5 4 3.47003385 1.31831480 2.00152773 3.39662824 3.72858583 2.944020340951e+01 2.870414806104e-02 1.526534957493e+03 1.930467843098e+02 2.303200922239e+04
3 6 4 3.47003385 1.31831480 2.00152773 3.39662824 3.72858583 2.250291316099e+01 2.689604553252e-02 1.477144157686e+03 1.427120969511e+02 2.216118971990e+04
3 7 4 3.47003385 1.31831480 2.00152773 3.39662824 3.72858583 1.867813065113e+01 2.598979032576e-02 1.428959005292e+03 1.036603617783e+02 2.133790178438e+04
3 8 4 3.47003385 1.31831480 2.00152773 3.39662824 3.72858583 1.866887305658e+01 2.517297595858e-02 1.382549094151e+03 7.365026502523e+01 2.055208907328e+04
3 9 4 3.47003385 1.31831480 2.00152773 3.39662824 3.72858583 2.172855137275e+01 2.351937382084e-02 1.337979348148e+03 5.119920670613e+01 1.980939718960e+04
3 10 4 3.47003385 1.31831480 2.00152773 3.39662824 3.72858583 2.598552918933e+01 2.069205944909e-02 1.294784913365e+03 3.553654547638e+01 1.912427755215e+04
3 11 4 3.47003385 1.31831480 2.00152773 3.39662824 3.72858583 2.969438932020e+01 1.725262341848e-02 1.252401221597e+03 2.630865120201e+01 1.850477351281e+04
3 12 4 3.47003385 1.31831480 2.00152773 3.39662824 3.72858583 3.207043742034e+01 1.437726671846e-02 1.210706079823e+03 2.326582401370e+01 1.794278592892e+04
3 13 4 3.47003385 1.31831480 2.00152773 3.39662824 3.72858583 3.294476826803e+01 1.317609348169e-02 1.170270851454e+03 2.607841210128e+01 1.741821023133e+04
3 14 4 3.47003385 1.31831480 2.00152773 3.39662824 3.72858583 3.209583643399e+01 1.406277230100e-02 1.132136977139e+03 3.429939273040e+01 1.691322479345e+04
3 15 4 3.47003385 1.31831480 2.00152773 3.39662824 3.72858583 2.929753385955e+01 1.656848585965e-02 1.097266210145e+03 4.740161649947e+01 1.642455420805e+04
3 16 4 3.47003385 1.31831480 2.00152773 3.39662824 3.72858583 2.495825989231e+01 1.968736241223e-02 1.066029785059e+03 6.480959794651e+01 1.596347964625e+04
3 17 4 3.47003385 1.31831480 2.00152773 3.39662824 3.72858583 2.045667785063e+01 2.249610067449e-02 1.038066465132e+03 8.589715671625e+01 1.554365580695e+04
3 18 4 3.47003385 1.31831480 2.00152773 3.39662824 3.72858583 1.758253850635e+01 2.463630287385e-02 1.012588847884e+03 1.099793988678e+02 1.516673924340e+04
3 19 4 3.47003385 1.31831480 2.00152773 3.39662824 3.72858583 1.736355779538e+01 2.637266213322e-02 9.889259292479e+02 1.363459981404e+02 1.481746149592e+04
3 20 4 3.47003385 1.31831480 2.00152773 3.39662824 3.72858583 1.928758800628e+01 2.824279057636e-02 9.669482330685e+02 1.643549651378e+02 1.447211957675e+04
3 21 4 3.47003385 1.31831480 2.00152773 3.39662824 3.72858583 2.173968284078e+01 3.058342279079e-02 9.471133329165e+02 1.935592972858e+02 1.411392029340e+04
3 22 4 3.47003385 1.31831480 2.00152773 3.39662824 3.72858583 2.325773139357e+01 3.327687865737e-02 9.301244966561e+02 2.238101427510e+02 1.374357398101e+04
3 23 4 3.47003385 1.31831480 2.00152773 3.39662824 3.72858583 2.333417403901e+01 3.588419594494e-02 9.164437748251e+02 2.552890573825e+02 1.337767599836e+04
