# environment=00171 local_bs=4 gain_scale=3.056240094823e-11
# ue subcarrier serving_bs phi0 phi1 phi2 phi3 phi4 gain0 gain1 gain2 gain3 gain4
2 0 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 5.741276611095e+00 1.531795308562e+01 2.752445948806e+01 1.715924671674e+01 4.150077525038e+01
2 1 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 5.596260037237e+00 1.483554477480e+01 2.659223480975e+01 1.668086707648e+01 4.012747181800e+01
2 2 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 5.515290294171e+00 1.440250829682e+01 2.568421145683e+01 1.612977019268e+01 3.901463983093e+01
2 3 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 5.391704475001e+00 1.399469222184e+01 2.485788695438e+01 1.553249546110e+01 3.801421161555e+01
2 4 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 5.197252578043e+00 1.357861694158e+01 2.408446311929e+01 1.492349960551e+01 3.689355120147e+01
2 5 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 4.998981013727e+00 1.313643271607e+01 2.329158706991e+01 1.434561428257e+01 3.564588038962e+01
2 6 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 4.864181871222e+00 1.268989611527e+01 2.247582429030e+01 1.381700040309e+01 3.445950848037e+01
2 7 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 4.773207674607e+00 1.227113874364e+01 2.172138525602e+01 1.334717485377e+01 3.339820385403e+01
2 8 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 4.642313107724e+00 1.186927138776e+01 2.109284988086e+01 1.296444678598e+01 3.238363995110e+01
2 9 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 4.438179744731e+00 1.146000276962e+01 2.056521999658e+01 1.266158301149e+01 3.142311373838e+01
2 10 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 4.230556559789e+00 1.106756525294e+01 2.004441053802e+01 1.237891610660e+01 3.055604796820e+01
2 11 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 4.097951120077e+00 1.072821398161e+01 1.943921887791e+01 1.205620233874e+01 2.969932475190e+01
2 12 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 4.022712229099e+00 1.042519585512e+01 1.875460849642e+01 1.168530334150e+01 2.880440892548e+01
2 13 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 3.925762137263e+00 1.012528144642e+01 1.809959371412e+01 1.129956478978e+01 2.800717297915e+01
2 14 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 3.774646460936e+00 9.836149758402e+00 1.757051568553e+01 1.090477528735e+01 2.739663346916e+01
2 15 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 3.615137639263e+00 9.574231442392e+00 1.715057449535e+01 1.049558223864e+01 2.679752599863e+01
2 16 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 3.508780309250e+00 9.325177845740e+00 1.674909218921e+01 1.011527042170e+01 2.599945840505e+01
2 17 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 3.461093748203e+00 9.076550822258e+00 1.631557956533e+01 9.823861420157e+00 2.508099364222e+01
2 18 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 3.413553644745e+00 8.844599905528e+00 1.588553304374e+01 9.639510648101e+00 2.431195352194e+01
2 19 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 3.313555605611e+00 8.642705772443e+00 1.551109435934e+01 9.519742111192e+00 2.379949886169e+01
2 20 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 3.185891222278e+00 8.458061294636e+00 1.519706584624e+01 9.401810068903e+00 2.339027698780e+01
2 21 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 3.102469863769e+00 8.274927948194e+00 1.492107524837e+01 9.261489753878e+00 2.291789304932e+01
2 22 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 3.081345703891e+00 8.100860529123e+00 1.465054605383e+01 9.105649613489e+00 2.241787361639e+01
2 23 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 3.060512647261e+00 7.958484370299e+00 1.436691682553e+01 8.943214186012e+00 2.203607624461e+01
2 24 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 2.983831800589e+00 7.852672729744e+00 1.411291562797e+01 8.772960996652e+00 2.180529662588e+01
2 25 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 2.874710221559e+00 7.757383280149e+00 1.395781711550e+01 8.589396796910e+00 2.160518244835e+01
2 26 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 2.804379249524e+00 7.650641855226e+00 1.390123753912e+01 8.418355803961e+00 2.133311079948e+01
2 27 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 2.804039109310e+00 7.545436165885e+00 1.384935066454e+01 8.301431466441e+00 2.103768489048e+01
2 28 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 2.825944822852e+00 7.457861693528e+00 1.371823226332e+01 8.241040624073e+00 2.081640189006e+01
2 29 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 2.800967064971e+00 7.376568450547e+00 1.351427714744e+01 8.209134771640e+00 2.065636901989e+01
2 30 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 2.731860477032e+00 7.307524462849e+00 1.331888746565e+01 8.196815146638e+00 2.053491573337e+01
2 31 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 2.699732419507e+00 7.304421482961e+00 1.327647358874e+01 8.232418178675e+00 2.056157322481e+01
2 32 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 2.758915736557e+00 7.395675557013e+00 1.345757979819e+01 8.326279322624e+00 2.077903761938e+01
2 33 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 2.859944758111e+00 7.526634885635e+00 1.371806396200e+01 8.423260053572e+00 2.100432974059e+01
2 34 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 2.912940868373e+00 7.631428707337e+00 1.388477129803e+01 8.471585219278e+00 2.112390052081e+01
2 35 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 2.902119738052e+00 7.712484278123e+00 1.393937604764e+01 8.491006781842e+00 2.129445336786e+01
2 36 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 2.897430865569e+00 7.800110456874e+00 1.395587967856e+01 8.535635559043e+00 2.163557533772e+01
2 37 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 2.961644722375e+00 7.891963588751e+00 1.403987432748e+01 8.631842957378e+00 2.200311007086e+01
2 38 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 3.075052840343e+00 7.981184225101e+00 1.425944011268e+01 8.766324968773e+00 2.223670367955e+01
2 39 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 3.160021015223e+00 8.092494944009e+00 1.457065712996e+01 8.931005188899e+00 2.241843975025e+01
2 40 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 3.175893788989e+00 8.248174951627e+00 1.488125977180e+01 9.136307931979e+00 2.275923654879e+01
2 41 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 3.174716469506e+00 8.433549419115e+00 1.516125266684e+01 9.366681670604e+00 2.332395287751e+01
2 42 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 3.238664485162e+00 8.621770754461e+00 1.545560393697e+01 9.583070504995e+00 2.396548309173e+01
2 43 4 5.30499305 6.97208789 8.29997692 7.18220457 9.47899549 3.371200426054e+00 8.810345022347e+00 1.580697353395e+01 9.761466831391e+00 2.453617117979e+01
