# environment=00254 local_bs=4 gain_scale=3.877876716189e-13
# ue subcarrier serving_bs phi0 phi1 phi2 phi3 phi4 gain0 gain1 gain2 gain3 gain4
0 0 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 1.690920803490e+00 2.609469816026e+00 9.230562487911e-01 5.890369359868e+00 6.335139913022e+00
0 1 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 1.631786188048e+00 2.521496297247e+00 1.115167796004e+00 5.289582017797e+00 6.123548960396e+00
0 2 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 1.579820700651e+00 2.446705806840e+00 1.319682833259e+00 5.508441904085e+00 5.896390365078e+00
0 3 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 1.536585268364e+00 2.348337216934e+00 1.433265572639e+00 4.886792462900e+00 5.675809227891e+00
0 4 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 1.476675951987e+00 2.265923293655e+00 1.395161567418e+00 5.150597366132e+00 5.479669314865e+00
0 5 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 1.421319870197e+00 2.167914870717e+00 1.219157628632e+00 4.516069219936e+00 5.296864208413e+00
0 6 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 1.381420524025e+00 2.112979128635e+00 9.655074567630e-01 4.812620843124e+00 5.085481961964e+00
0 7 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 1.328669671545e+00 2.031445731795e+00 7.441827244858e-01 4.181411979901e+00 4.916174856597e+00
0 8 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 1.270371836264e+00 1.958314059950e+00 6.189739705198e-01 4.491693871817e+00 4.745824544318e+00
0 9 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 1.227176969416e+00 1.880129389945e+00 6.310328554666e-01 3.883105438886e+00 4.575332237416e+00
0 10 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 1.179798753073e+00 1.820172810807e+00 7.496521354378e-01 4.189799142294e+00 4.415246545547e+00
0 11 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 1.138406363926e+00 1.765897324728e+00 8.999254382592e-01 3.617584628065e+00 4.268184877989e+00
0 12 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 1.089187303711e+00 1.702336244596e+00 1.011112544000e+00 3.911300768821e+00 4.122763145611e+00
0 13 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 1.053667883330e+00 1.636600716973e+00 1.019609758593e+00 3.381347332503e+00 3.989777366957e+00
0 14 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 1.025864805655e+00 1.589172323873e+00 9.222557952671e-01 3.658355235036e+00 3.858483297324e+00
0 15 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 9.874127529741e-01 1.538304662427e+00 7.539139234691e-01 3.174111513219e+00 3.732665611475e+00
0 16 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 9.604492513181e-01 1.503150137733e+00 5.831161033342e-01 3.429479338044e+00 3.635663812613e+00
0 17 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 9.348449525412e-01 1.440002386645e+00 4.687509160010e-01 2.997977599944e+00 3.513870055054e+00
0 18 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 9.167358856767e-01 1.408641542430e+00 4.535006271867e-01 3.222514525278e+00 3.417711783605e+00
0 19 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 8.904736679348e-01 1.366430897969e+00 5.241775912720e-01 2.853863879351e+00 3.336009728973e+00
0 20 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 8.670213731235e-01 1.342829358554e+00 6.417755239015e-01 3.038398806959e+00 3.249033278969e+00
0 21 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 8.546208353013e-01 1.304382347486e+00 7.489767392993e-01 2.739161533111e+00 3.165989248066e+00
0 22 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 8.344342103146e-01 1.269629405663e+00 7.882170875340e-01 2.881587110277e+00 3.103145046574e+00
0 23 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 8.134833716549e-01 1.252016117282e+00 7.486741319633e-01 2.649103899480e+00 3.052375648316e+00
0 24 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 7.983918350966e-01 1.228623525638e+00 6.374934164825e-01 2.756648311748e+00 2.982953993253e+00
0 25 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 7.854944458588e-01 1.216059059647e+00 5.054474064561e-01 2.580599261200e+00 2.940713720607e+00
0 26 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 7.724631777362e-01 1.188316787651e+00 4.030201069196e-01 2.664373113869e+00 2.915141436307e+00
0 27 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 7.598790291233e-01 1.178856772355e+00 3.718380967309e-01 2.534934336737e+00 2.876992175153e+00
0 28 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 7.490094098850e-01 1.174543850689e+00 4.188801952345e-01 2.601055141034e+00 2.841346541658e+00
0 29 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 7.521225818655e-01 1.166756213558e+00 5.242546439120e-01 2.516829691535e+00 2.847245930611e+00
0 30 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 7.449102032192e-01 1.165363634301e+00 6.376535606162e-01 2.561582217068e+00 2.834852329208e+00
0 31 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 7.421488060699e-01 1.152838119472e+00 7.102332314051e-01 2.530606193250e+00 2.817277240182e+00
0 32 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 7.531486256764e-01 1.170004280259e+00 7.138174791224e-01 2.543612117676e+00 2.842213762614e+00
0 33 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 7.557924660652e-01 1.170466533455e+00 6.399260116170e-01 2.576720950525e+00 2.857516955701e+00
0 34 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 7.664401470096e-01 1.185871519964e+00 5.298911485717e-01 2.549279263021e+00 2.869589591636e+00
0 35 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 7.732764472932e-01 1.186264710913e+00 4.250053615600e-01 2.651593312635e+00 2.897725683606e+00
0 36 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 7.874634312444e-01 1.207340918660e+00 3.788935038009e-01 2.583075991006e+00 2.951634513677e+00
0 37 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 8.052730689803e-01 1.229860637824e+00 4.146900157583e-01 2.750853151781e+00 2.985489871143e+00
0 38 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 8.127520608050e-01 1.252045978926e+00 5.236434904222e-01 2.647824848345e+00 3.028993122959e+00
0 39 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 8.281914231992e-01 1.272189773051e+00 6.641421783518e-01 2.873211728434e+00 3.105620866540e+00
0 40 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 8.499219336140e-01 1.296637179025e+00 7.822291127088e-01 2.742283232754e+00 3.171043778742e+00
0 41 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 8.652359696337e-01 1.334910343695e+00 8.281557524466e-01 3.021510793191e+00 3.232101223726e+00
0 42 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 8.808608430835e-01 1.371866546832e+00 7.839450505023e-01 2.862513429111e+00 3.323642385176e+00
0 43 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 9.047936685378e-01 1.405118778015e+00 6.758741405710e-01 3.199866270550e+00 3.424599559379e+00
0 44 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 9.297392506396e-01 1.439888693134e+00 5.482530001725e-01 3.005822545454e+00 3.501649360976e+00
0 45 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 9.587468901484e-01 1.488008052677e+00 4.759828040629e-01 3.409395134765e+00 3.617562039159e+00
0 46 4 1.21676842 1.35821217 1.11267004 1.65532109 1.70159647 9.814869854222e-01 1.539988506281e+00 4.961037755884e-01 3.173688474868e+00 3.732972276844e+00
