# environment=00019 local_bs=4 gain_scale=3.308438389572e-13
# ue subcarrier serving_bs phi0 phi1 phi2 phi3 phi4 gain0 gain1 gain2 gain3 gain4
1 0 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 1.691583436887e+00 2.773157534395e+00 6.370453248845e-01 3.627950570912e+00 1.103366518791e+01
1 1 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 1.616189527265e+00 2.692610979065e+00 5.751719944967e-01 3.414979511196e+00 1.053438994780e+01
1 2 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 1.555783194916e+00 2.606162689756e+00 4.336383408671e-01 3.263243833269e+00 1.007609243635e+01
1 3 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 1.499535400942e+00 2.542178986771e+00 2.911346033635e-01 3.121954350607e+00 9.638335015914e+00
1 4 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 1.461361228364e+00 2.484595276009e+00 2.308475513927e-01 3.004663992414e+00 9.308363611535e+00
1 5 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 1.424352572475e+00 2.418704184103e+00 2.724715796471e-01 2.892643479018e+00 9.070329274471e+00
1 6 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 1.391122640442e+00 2.369811686802e+00 3.705306204442e-01 2.779104523417e+00 8.804757586164e+00
1 7 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 1.361349898924e+00 2.306856646582e+00 4.583814910979e-01 2.705186645870e+00 8.566856956140e+00
1 8 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 1.321479948228e+00 2.238446746540e+00 4.783131427824e-01 2.642076048478e+00 8.288020107126e+00
1 9 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 1.283501098495e+00 2.173475835198e+00 4.150012049824e-01 2.598316459938e+00 8.063536460619e+00
1 10 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 1.237213603855e+00 2.093890276319e+00 3.074015278396e-01 2.529941956997e+00 7.846929864051e+00
1 11 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 1.187041332015e+00 2.013852255773e+00 2.129027217775e-01 2.433574242801e+00 7.599237666850e+00
1 12 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 1.140072674317e+00 1.938003489941e+00 1.781956600456e-01 2.318886340791e+00 7.308524977754e+00
1 13 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 1.089007946198e+00 1.857515144901e+00 2.216231123171e-01 2.203882795402e+00 6.961379106578e+00
1 14 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 1.047000873409e+00 1.785249317543e+00 3.084304938843e-01 2.108083183298e+00 6.643237812971e+00
1 15 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 1.009047728501e+00 1.722840665292e+00 3.718249412699e-01 2.023796879914e+00 6.366781415936e+00
1 16 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 9.765364700819e-01 1.661925589425e+00 3.708568147264e-01 1.947944155161e+00 6.147759395948e+00
1 17 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 9.546903116287e-01 1.613889595431e+00 3.101535615059e-01 1.869094320979e+00 5.942563430633e+00
1 18 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 9.333824282235e-01 1.571015828784e+00 2.256710673446e-01 1.807374923261e+00 5.751981005478e+00
1 19 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 9.190011573785e-01 1.531075571471e+00 1.635538435743e-01 1.761082149247e+00 5.578574173337e+00
1 20 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 9.049274395531e-01 1.496404173118e+00 1.517239344571e-01 1.743619858248e+00 5.459130404070e+00
1 21 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 8.879717509150e-01 1.460904134381e+00 1.901638948331e-01 1.732334709116e+00 5.380575441849e+00
1 22 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 8.725650445452e-01 1.426752568390e+00 2.577568597121e-01 1.710778630099e+00 5.303854231898e+00
1 23 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 8.502292351432e-01 1.388826059178e+00 3.117254265281e-01 1.679387012636e+00 5.213731786760e+00
1 24 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 8.277337493410e-01 1.354932150854e+00 3.102542022604e-01 1.627429284264e+00 5.074560231058e+00
1 25 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 8.039428806949e-01 1.319067911757e+00 2.532017368114e-01 1.591378529595e+00 4.958834780499e+00
1 26 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 7.783415823140e-01 1.284758156202e+00 1.793808404020e-01 1.555169760707e+00 4.850953709751e+00
1 27 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 7.590120880422e-01 1.262171690449e+00 1.327477654579e-01 1.532287667899e+00 4.781786723239e+00
1 28 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 7.414254543512e-01 1.237959203011e+00 1.393712847291e-01 1.510530968150e+00 4.725358898207e+00
1 29 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 7.319577449224e-01 1.228550286823e+00 1.905744870090e-01 1.482379432676e+00 4.657056432707e+00
1 30 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 7.308263910003e-01 1.229555990939e+00 2.502245103891e-01 1.477597703770e+00 4.637628992375e+00
1 31 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 7.347975008686e-01 1.233454819959e+00 2.882407922656e-01 1.480265756469e+00 4.640383113599e+00
1 32 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 7.490438258284e-01 1.254926322668e+00 2.880865194677e-01 1.518628302946e+00 4.726564120784e+00
1 33 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 7.658705128418e-01 1.278581682828e+00 2.421307466861e-01 1.560298565211e+00 4.828042381295e+00
1 34 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 7.867632484419e-01 1.306148612898e+00 1.736384528513e-01 1.598259178006e+00 4.926513120883e+00
1 35 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 8.098999036559e-01 1.341849926575e+00 1.329152313729e-01 1.631688175103e+00 5.021041050065e+00
1 36 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 8.287975210081e-01 1.373092742717e+00 1.507384551903e-01 1.646562128131e+00 5.089188258845e+00
1 37 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 8.483689103188e-01 1.403901585896e+00 2.171950696677e-01 1.679975342477e+00 5.203240681429e+00
1 38 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 8.622261387721e-01 1.436112762157e+00 2.937648545353e-01 1.707671117628e+00 5.304259291749e+00
1 39 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 8.730412577031e-01 1.462192275619e+00 3.333416389391e-01 1.744015235900e+00 5.410837762922e+00
1 40 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 8.838617641901e-01 1.488211070767e+00 3.146800532949e-01 1.772022911501e+00 5.489780718810e+00
1 41 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 8.911724682581e-01 1.517744198157e+00 2.569418510540e-01 1.789821262991e+00 5.558655164894e+00
1 42 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 9.037403488865e-01 1.545188949656e+00 1.944076133153e-01 1.826323859761e+00 5.681988175448e+00
1 43 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 9.189205295747e-01 1.580321648119e+00 1.621432966796e-01 1.875901077554e+00 5.848703182571e+00
1 44 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 9.394417308546e-01 1.621355241646e+00 1.905517868791e-01 1.962467701614e+00 6.078081250318e+00
1 45 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 9.695457512836e-01 1.668144955564e+00 2.762005464857e-01 2.056063302188e+00 6.304370115081e+00
1 46 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 1.002683803365e+00 1.722681360974e+00 3.725603721391e-01 2.148589745890e+00 6.529512511152e+00
1 47 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 1.044443659998e+00 1.782571018059e+00 4.222931687228e-01 2.230564180049e+00 6.757357234602e+00
1 48 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 1.088628989145e+00 1.848251492956e+00 3.935745707889e-01 2.305426806465e+00 7.014806640924e+00
1 49 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 1.132362255993e+00 1.909593198540e+00 3.069922315218e-01 2.390495325520e+00 7.286411806118e+00
1 50 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 1.178259337821e+00 1.977705497800e+00 2.274863221191e-01 2.477503501132e+00 7.532810687370e+00
1 51 4 1.04160291 1.15581858 1.06945720 1.41501274 1.81733582 1.216923561760e+00 2.037776519329e+00 2.106880989395e-01 2.561311450621e+00 7.722447850413e+00
