# environment=00089 local_bs=1 gain_scale=1.189755186056e-12
# ue subcarrier serving_bs phi0 phi1 phi2 phi3 phi4 gain0 gain1 gain2 gain3 gain4
19 0 1 3.34244562 14.14012305 2.07173765 1.19440445 1.71595962 2.743056424234e+01 3.343847710211e+03 2.374927441293e-02 1.060068364288e-03 2.023366855987e+00
19 1 1 3.34244562 14.14012305 2.07173765 1.19440445 1.71595962 2.672881546099e+01 3.223675163790e+03 2.239940246806e-02 1.102808599724e-03 1.941025287638e+00
19 2 1 3.34244562 14.14012305 2.07173765 1.19440445 1.71595962 2.598262668530e+01 3.110973005261e+03 2.138855722735e-02 1.206467612874e-03 1.857866065541e+00
19 3 1 3.34244562 14.14012305 2.07173765 1.19440445 1.71595962 2.508512399188e+01 3.059367459171e+03 2.141094282822e-02 1.353263874264e-03 1.775655372858e+00
19 4 1 3.34244562 14.14012305 2.07173765 1.19440445 1.71595962 2.407212904130e+01 3.005481901923e+03 2.090559798213e-02 1.501102414440e-03 1.695706198704e+00
19 5 1 3.34244562 14.14012305 2.07173765 1.19440445 1.71595962 2.307813457153e+01 2.894022588441e+03 1.958925109921e-02 1.611967517344e-03 1.618859211354e+00
19 6 1 3.34244562 14.14012305 2.07173765 1.19440445 1.71595962 2.222479892743e+01 2.781645998947e+03 1.898668028635e-02 1.678312476161e-03 1.545544528766e+00
19 7 1 3.34244562 14.14012305 2.07173765 1.19440445 1.71595962 2.154521941163e+01 2.721917562758e+03 1.901048331230e-02 1.708516962180e-03 1.475897979991e+00
19 8 1 3.34244562 14.14012305 2.07173765 1.19440445 1.71595962 2.099317523224e+01 2.663068281177e+03 1.826030679790e-02 1.697459728900e-03 1.409899045144e+00
19 9 1 3.34244562 14.14012305 2.07173765 1.19440445 1.71595962 2.049868436702e+01 2.561156128990e+03 1.714399573776e-02 1.628446302016e-03 1.347498382019e+00
19 10 1 3.34244562 14.14012305 2.07173765 1.19440445 1.71595962 2.000413641340e+01 2.463117141131e+03 1.687570045624e-02 1.500710211658e-03 1.288709805890e+00
19 11 1 3.34244562 14.14012305 2.07173765 1.19440445 1.71595962 1.946278143787e+01 2.407418437209e+03 1.679576265855e-02 1.337822728364e-03 1.233652716374e+00
19 12 1 3.34244562 14.14012305 2.07173765 1.19440445 1.71595962 1.883377329111e+01 2.351526092834e+03 1.592457859128e-02 1.164440893144e-03 1.182543549938e+00
19 13 1 3.34244562 14.14012305 2.07173765 1.19440445 1.71595962 1.810319574083e+01 2.269875790809e+03 1.510640689185e-02 9.868970791700e-04 1.135646149345e+00
19 14 1 3.34244562 14.14012305 2.07173765 1.19440445 1.71595962 1.731391825666e+01 2.204926339442e+03 1.506418970130e-02 8.035472831546e-04 1.093198804773e+00
